id_evento,ciudad,estado,tipo_evento,fecha_hora_programada,fecha_hora_real,minutos_de_detencion,tem_max_C,tem_min_C,tem_C,rocio_C,humedad_pct,precip_mm,prob_precip_pct,cob_precip_pct,tipo_precip,nieve_mm,prof_nieve_mm,dir_viento_gr,nubosidad_pct,visibilidad_km,riesgo_severo,condiciones,ciudad_origen,ciudad_destino,distancia_tipica_millas,distancia_km,tarifa_base_milla_eur,tasa_de_recargo_combustible,dias_de_transito_tipicos,nombre_cliente,tipo_cliente,tipo_carga_principal,ingreso_eur,fecha_despacho,distancia_real_millas,distancia_viaje,duracion_real_horas,galones_combustible_usados,mpg_promedio,horas_de_ralenti_RPM,fecha_carga,tipo_carga,peso_lbs,peso_kg,eur_carga,recargo_combustible,cargos_accesorios,estado_carga,tipo_reserva,fecha_compra,ciudad_ben,galones,precio_por_galon,costo_total_eur,fecha_incidente,tipo_incidente,ciudad_incidente,indicador_de_falla,indicador_de_lesion,monto_reclamacion_eur,indicador_prevenible,nivel,causa
EVT00103376,Miami,FL,Entrega,"2023-10-27 19:14:39","2023-10-27 23:21:51",198,29,25,27,67,62,0,100,13,lluvia,0,0,60,64,10,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-28,Detroit,134,4,455,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
EVT00103376,Miami,FL,Entrega,"2023-10-27 19:14:39","2023-10-27 23:21:51",198,29,25,27,67,62,0,100,13,lluvia,0,0,60,64,10,0.0,"Lluvia, parcialmente nublado","Kansas City",Miami,1429,2300,2,0,2,"Elite Retail",Contrato,"Bienes de consumo",2919286,"2023-10-26 00:00:00",1520,2446,27,265,6,7,"2023-10-26 00:00:00",Refrigerado,21438,9724,2873,357,50,Completed,Contrato,2023-10-28,Charlotte,60,4,198,2023-10-27,"Fallo mecánico o exceso horas permitidas",Miami,0,1,8250,1,Grave,Clima
EVT00128510,"Los Angeles",CA,Entrega,"2024-04-07 05:28:41","2024-04-07 10:54:58",106,18,7,13,38,54,0,0,0,Nada,0,0,208,0,10,0.0,Despejado,Columbus,"Los Angeles",2269,3652,2,0,3,"Pacific Supply Chain",Puntual,Electrónica,724559,"2024-04-05 00:00:00",2382,3833,38,402,6,9,"2024-04-05 00:00:00",Seco,30694,13923,5056,499,50,Completed,Dedicado,2024-04-07,Dallas,56,4,172,2024-04-05,Accidente,Miami,0,0,4826,1,Grave,Tráfico
EVT00128510,"Los Angeles",CA,Entrega,"2024-04-07 05:28:41","2024-04-07 10:54:58",106,18,7,13,38,54,0,0,0,Nada,0,0,208,0,10,0.0,Despejado,Columbus,"Los Angeles",2269,3652,2,0,3,"Pacific Supply Chain",Puntual,Electrónica,724559,"2024-04-05 00:00:00",2382,3833,38,402,6,9,"2024-04-05 00:00:00",Seco,30694,13923,5056,499,50,Completed,Dedicado,2024-04-06,"Salt Lake City",148,4,489,2024-04-05,Accidente,Miami,0,0,4826,1,Grave,Tráfico
EVT00011039,"Kansas City",MO,Recogida,"2022-03-11 15:00:00","2022-03-11 17:01:03",139,0,-8,-4,12,59,0,0,0,nieve,0,1,324,22,10,0.0,"Parcialmente nublado","Kansas City",Atlanta,777,1250,2,0,1,"American Manufacturing",Puntual,"Bienes de consumo",3819852,"2022-03-11 00:00:00",819,1318,14,111,7,10,"2022-03-11 00:00:00",Seco,40734,18477,1703,210,200,Completed,Dedicado,2022-03-13,"Las Vegas",133,5,518,2022-03-11,Accidente,Milwaukee,0,0,10912,0,Moderado,Clima
EVT00011039,"Kansas City",MO,Recogida,"2022-03-11 15:00:00","2022-03-11 17:01:03",139,0,-8,-4,12,59,0,0,0,nieve,0,1,324,22,10,0.0,"Parcialmente nublado","Kansas City",Atlanta,777,1250,2,0,1,"American Manufacturing",Puntual,"Bienes de consumo",3819852,"2022-03-11 00:00:00",819,1318,14,111,7,10,"2022-03-11 00:00:00",Seco,40734,18477,1703,210,200,Completed,Dedicado,2022-03-13,"Salt Lake City",169,4,597,2022-03-11,Accidente,Milwaukee,0,0,10912,0,Moderado,Clima
EVT00057621,"Kansas City",MO,Recogida,"2023-01-04 15:00:00","2023-01-04 16:30:17",74,7,1,3,24,58,0,0,0,Nada,0,0,273,66,10,0.0,"Parcialmente nublado","Kansas City",Atlanta,777,1250,2,0,1,"ABC Corp",Contrato,"Bienes de consumo",395434,"2023-01-04 00:00:00",791,1273,15,135,6,6,"2023-01-04 00:00:00",Refrigerado,13451,6101,1638,210,0,Completed,Contrato,2023-01-05,Dallas,76,4,251,2023-01-06,"Infracción de tránsito",Portland,0,0,0,1,Leve,"Otro conductor"
EVT00032805,Portland,OR,Recogida,"2022-07-29 12:00:00","2022-07-29 10:12:56",0,36,21,28,64,55,0,0,0,Nada,0,0,313,2,10,0.0,Despejado,Portland,Seattle,167,269,2,0,1,"ABC Group",Puntual,"Bienes de consumo",2773083,"2022-07-29 00:00:00",170,274,3,28,6,5,"2022-07-29 00:00:00",Seco,10188,4621,335,40,0,Completed,Dedicado,2022-07-31,Philadelphia,121,5,488,2022-07-30,"Queja del cliente",Charlotte,0,0,2442,0,Moderado,Tráfico
EVT00032805,Portland,OR,Recogida,"2022-07-29 12:00:00","2022-07-29 10:12:56",0,36,21,28,64,55,0,0,0,Nada,0,0,313,2,10,0.0,Despejado,Portland,Seattle,167,269,2,0,1,"ABC Group",Puntual,"Bienes de consumo",2773083,"2022-07-29 00:00:00",170,274,3,28,6,5,"2022-07-29 00:00:00",Seco,10188,4621,335,40,0,Completed,Dedicado,2022-08-01,Memphis,199,4,708,2022-07-30,"Queja del cliente",Charlotte,0,0,2442,0,Moderado,Tráfico
EVT00148002,"Los Angeles",CA,Entrega,"2024-08-07 19:35:53","2024-08-07 22:55:15",106,30,21,24,62,63,0,0,0,Nada,0,0,172,7,10,0.0,Despejado,"Las Vegas","Los Angeles",262,422,2,0,1,"Metro Wholesale",Dedicado,General,1293130,"2024-08-07 00:00:00",277,446,5,44,6,10,"2024-08-07 00:00:00",Seco,14070,6382,582,86,0,Completed,Dedicado,2024-08-08,Dallas,139,3,411,2024-08-07,"Daño de equipo",Memphis,0,1,18819,0,Moderado,Clima
EVT00148002,"Los Angeles",CA,Entrega,"2024-08-07 19:35:53","2024-08-07 22:55:15",106,30,21,24,62,63,0,0,0,Nada,0,0,172,7,10,0.0,Despejado,"Las Vegas","Los Angeles",262,422,2,0,1,"Metro Wholesale",Dedicado,General,1293130,"2024-08-07 00:00:00",277,446,5,44,6,10,"2024-08-07 00:00:00",Seco,14070,6382,582,86,0,Completed,Dedicado,2024-08-09,Milwaukee,69,4,233,2024-08-07,"Daño de equipo",Memphis,0,1,18819,0,Moderado,Clima
EVT00128638,"Los Angeles",CA,Entrega,"2024-04-06 15:58:34","2024-04-06 21:33:31",0,17,5,11,36,54,0,0,0,Nada,0,0,235,0,10,0.0,Despejado,"Las Vegas","Los Angeles",262,422,2,0,1,"Elite Corp",Contrato,General,3529125,"2024-04-06 00:00:00",260,418,4,39,7,12,"2024-04-06 00:00:00",Refrigerado,26070,11825,643,86,50,Completed,Puntual,2024-04-06,Miami,91,3,253,2024-04-08,"Fallo mecánico o exceso horas permitidas","Los Angeles",1,1,15573,0,Leve,Tráfico
EVT00158576,"Los Angeles",CA,Entrega,"2024-10-14 20:18:23","2024-10-15 01:11:10",183,22,16,18,57,78,0,0,0,Nada,0,0,172,57,7,10.0,"Parcialmente nublado",Chicago,"Los Angeles",2003,3224,2,0,3,"Continental Group",Puntual,Electrónica,3687549,"2024-10-13 00:00:00",1988,3199,34,322,6,4,"2024-10-13 00:00:00",Refrigerado,37744,17120,3829,581,50,Completed,Puntual,2024-10-13,Minneapolis,121,4,372,2024-10-13,"Queja del cliente",Portland,0,0,8514,0,Leve,"Otro conductor"
EVT00158576,"Los Angeles",CA,Entrega,"2024-10-14 20:18:23","2024-10-15 01:11:10",183,22,16,18,57,78,0,0,0,Nada,0,0,172,57,7,10.0,"Parcialmente nublado",Chicago,"Los Angeles",2003,3224,2,0,3,"Continental Group",Puntual,Electrónica,3687549,"2024-10-13 00:00:00",1988,3199,34,322,6,4,"2024-10-13 00:00:00",Refrigerado,37744,17120,3829,581,50,Completed,Puntual,2024-10-13,"Salt Lake City",56,4,182,2024-10-13,"Queja del cliente",Portland,0,0,8514,0,Leve,"Otro conductor"
EVT00158576,"Los Angeles",CA,Entrega,"2024-10-14 20:18:23","2024-10-15 01:11:10",183,22,16,18,57,78,0,0,0,Nada,0,0,172,57,7,10.0,"Parcialmente nublado",Chicago,"Los Angeles",2003,3224,2,0,3,"Continental Group",Puntual,Electrónica,3687549,"2024-10-13 00:00:00",1988,3199,34,322,6,4,"2024-10-13 00:00:00",Refrigerado,37744,17120,3829,581,50,Completed,Puntual,2024-10-13,Minneapolis,83,3,246,2024-10-13,"Queja del cliente",Portland,0,0,8514,0,Leve,"Otro conductor"
EVT00158576,"Los Angeles",CA,Entrega,"2024-10-14 20:18:23","2024-10-15 01:11:10",183,22,16,18,57,78,0,0,0,Nada,0,0,172,57,7,10.0,"Parcialmente nublado",Chicago,"Los Angeles",2003,3224,2,0,3,"Continental Group",Puntual,Electrónica,3687549,"2024-10-13 00:00:00",1988,3199,34,322,6,4,"2024-10-13 00:00:00",Refrigerado,37744,17120,3829,581,50,Completed,Puntual,2024-10-13,"Kansas City",188,4,579,2024-10-13,"Queja del cliente",Portland,0,0,8514,0,Leve,"Otro conductor"
EVT00158576,"Los Angeles",CA,Entrega,"2024-10-14 20:18:23","2024-10-15 01:11:10",183,22,16,18,57,78,0,0,0,Nada,0,0,172,57,7,10.0,"Parcialmente nublado",Chicago,"Los Angeles",2003,3224,2,0,3,"Continental Group",Puntual,Electrónica,3687549,"2024-10-13 00:00:00",1988,3199,34,322,6,4,"2024-10-13 00:00:00",Refrigerado,37744,17120,3829,581,50,Completed,Puntual,2024-10-14,Omaha,55,3,156,2024-10-13,"Queja del cliente",Portland,0,0,8514,0,Leve,"Otro conductor"
EVT00158576,"Los Angeles",CA,Entrega,"2024-10-14 20:18:23","2024-10-15 01:11:10",183,22,16,18,57,78,0,0,0,Nada,0,0,172,57,7,10.0,"Parcialmente nublado",Chicago,"Los Angeles",2003,3224,2,0,3,"Continental Group",Puntual,Electrónica,3687549,"2024-10-13 00:00:00",1988,3199,34,322,6,4,"2024-10-13 00:00:00",Refrigerado,37744,17120,3829,581,50,Completed,Puntual,2024-10-13,Philadelphia,100,3,277,2024-10-13,"Queja del cliente",Portland,0,0,8514,0,Leve,"Otro conductor"
EVT00039679,Miami,FL,Recogida,"2022-09-10 18:00:00","2022-09-10 18:31:14",163,34,28,30,76,70,0,0,0,Nada,0,0,141,56,10,0.0,"Parcialmente nublado",Miami,Denver,1984,3193,1,0,3,"First Group",Dedicado,General,1015627,"2022-09-10 00:00:00",1988,3199,32,298,7,6,"2022-09-10 00:00:00",Refrigerado,44903,20368,2518,556,0,Completed,Contrato,2022-09-10,Memphis,182,5,734,2022-09-12,"Daño de equipo","Los Angeles",0,1,26140,0,Grave,"Otro conductor"
EVT00039679,Miami,FL,Recogida,"2022-09-10 18:00:00","2022-09-10 18:31:14",163,34,28,30,76,70,0,0,0,Nada,0,0,141,56,10,0.0,"Parcialmente nublado",Miami,Denver,1984,3193,1,0,3,"First Group",Dedicado,General,1015627,"2022-09-10 00:00:00",1988,3199,32,298,7,6,"2022-09-10 00:00:00",Refrigerado,44903,20368,2518,556,0,Completed,Contrato,2022-09-11,Portland,83,4,307,2022-09-12,"Daño de equipo","Los Angeles",0,1,26140,0,Grave,"Otro conductor"
EVT00066036,"New York",NY,Entrega,"2023-02-27 15:31:39","2023-02-27 14:03:02",31,6,1,3,20,51,0,100,13,"rain,snow",0,0,56,52,9,0.0,"Nieve, lluvia, parcialmente nublado",Dallas,"New York",1576,2536,2,0,2,"XYZ Foods",Dedicado,"Venta por menor",514115,"2023-02-26 00:00:00",1590,2559,29,220,7,9,"2023-02-26 00:00:00",Seco,44612,20236,3209,504,75,Completed,Dedicado,2023-02-28,Chicago,130,4,457,2023-02-28,"Queja del cliente",Dallas,0,0,3219,0,Grave,Tráfico
EVT00136475,Houston,TX,Recogida,"2024-05-26 11:00:00","2024-05-26 14:31:01",0,32,27,29,76,77,0,0,0,Nada,0,0,167,86,8,100.0,"Parcialmente nublado",Houston,Detroit,1271,2045,2,0,2,"Metro Distribution",Contrato,Automotriz,2535155,"2024-05-26 00:00:00",1300,2092,25,233,6,8,"2024-05-26 00:00:00",Refrigerado,35833,16254,2188,407,75,Completed,Puntual,2024-05-26,Portland,146,3,426,2024-05-27,Accidente,Philadelphia,1,0,20943,0,Grave,"Otro conductor"
EVT00136476,Detroit,MI,Entrega,"2024-05-27 15:31:01","2024-05-27 15:42:38",110,22,17,19,58,78,1,100,17,lluvia,0,0,245,92,8,0.0,"Lluvia, nublado",Houston,Detroit,1271,2045,2,0,2,"Metro Distribution",Contrato,Automotriz,2535155,"2024-05-26 00:00:00",1300,2092,25,233,6,8,"2024-05-26 00:00:00",Refrigerado,35833,16254,2188,407,75,Completed,Puntual,2024-05-26,Portland,146,3,426,2024-05-27,Accidente,Philadelphia,1,0,20943,0,Grave,"Otro conductor"
EVT00032352,Portland,OR,Entrega,"2022-07-29 11:37:07","2022-07-29 17:07:51",120,36,21,28,64,55,0,0,0,Nada,0,0,313,2,10,0.0,Despejado,Columbus,Portland,2332,3753,2,0,4,"ABC Wholesale",Puntual,Electrónica,351821,"2022-07-27 00:00:00",2488,4004,40,346,7,9,"2022-07-27 00:00:00",Refrigerado,26974,12235,4800,793,150,Completed,Dedicado,2022-07-28,Phoenix,162,5,666,2022-07-28,"Fallo mecánico o exceso horas permitidas",Seattle,0,0,21961,1,Leve,Equipo
EVT00032352,Portland,OR,Entrega,"2022-07-29 11:37:07","2022-07-29 17:07:51",120,36,21,28,64,55,0,0,0,Nada,0,0,313,2,10,0.0,Despejado,Columbus,Portland,2332,3753,2,0,4,"ABC Wholesale",Puntual,Electrónica,351821,"2022-07-27 00:00:00",2488,4004,40,346,7,9,"2022-07-27 00:00:00",Refrigerado,26974,12235,4800,793,150,Completed,Dedicado,2022-07-27,Houston,101,4,315,2022-07-28,"Fallo mecánico o exceso horas permitidas",Seattle,0,0,21961,1,Leve,Equipo
EVT00042505,"Kansas City",MO,Recogida,"2022-09-29 11:00:00","2022-09-29 10:35:56",179,23,9,16,40,49,0,0,0,Nada,0,0,110,0,10,0.0,Despejado,"Kansas City","Los Angeles",1557,2506,2,0,2,"ABC Distribution",Dedicado,"Bienes de consumo",1510321,"2022-09-29 00:00:00",1539,2477,30,227,7,10,"2022-09-29 00:00:00",Seco,33817,15339,2901,296,0,Completed,Contrato,2022-10-01,"Los Angeles",152,4,571,2022-09-29,"Fallo mecánico o exceso horas permitidas",Chicago,0,0,54663,0,Leve,"Otro conductor"
EVT00042506,"Los Angeles",CA,Entrega,"2022-09-30 16:29:57","2022-09-30 19:14:54",173,26,19,22,61,70,0,0,0,Nada,0,0,173,43,9,0.0,"Parcialmente nublado","Kansas City","Los Angeles",1557,2506,2,0,2,"ABC Distribution",Dedicado,"Bienes de consumo",1510321,"2022-09-29 00:00:00",1539,2477,30,227,7,10,"2022-09-29 00:00:00",Seco,33817,15339,2901,296,0,Completed,Contrato,2022-10-01,"Los Angeles",152,4,571,2022-09-29,"Fallo mecánico o exceso horas permitidas",Chicago,0,0,54663,0,Leve,"Otro conductor"
EVT00039438,Portland,OR,Entrega,"2022-09-10 22:08:26","2022-09-10 22:21:28",164,31,19,26,36,23,0,0,0,Nada,0,0,101,56,9,0.0,"Parcialmente nublado",Columbus,Portland,2332,3753,2,0,4,"Pacific Corp",Dedicado,General,1214056,"2022-09-09 00:00:00",2373,3819,39,348,7,3,"2022-09-09 00:00:00",Refrigerado,33089,15009,5822,793,0,Completed,Puntual,2022-09-11,Houston,195,4,698,2022-09-10,"Daño de equipo","New York",0,0,16698,0,Grave,Equipo
EVT00039438,Portland,OR,Entrega,"2022-09-10 22:08:26","2022-09-10 22:21:28",164,31,19,26,36,23,0,0,0,Nada,0,0,101,56,9,0.0,"Parcialmente nublado",Columbus,Portland,2332,3753,2,0,4,"Pacific Corp",Dedicado,General,1214056,"2022-09-09 00:00:00",2373,3819,39,348,7,3,"2022-09-09 00:00:00",Refrigerado,33089,15009,5822,793,0,Completed,Puntual,2022-09-10,Portland,140,4,440,2022-09-10,"Daño de equipo","New York",0,0,16698,0,Grave,Equipo
EVT00039438,Portland,OR,Entrega,"2022-09-10 22:08:26","2022-09-10 22:21:28",164,31,19,26,36,23,0,0,0,Nada,0,0,101,56,9,0.0,"Parcialmente nublado",Columbus,Portland,2332,3753,2,0,4,"Pacific Corp",Dedicado,General,1214056,"2022-09-09 00:00:00",2373,3819,39,348,7,3,"2022-09-09 00:00:00",Refrigerado,33089,15009,5822,793,0,Completed,Puntual,2022-09-09,Portland,107,4,353,2022-09-10,"Daño de equipo","New York",0,0,16698,0,Grave,Equipo
EVT00085552,"Los Angeles",CA,Entrega,"2023-07-03 14:36:32","2023-07-03 18:18:28",228,27,16,21,58,68,0,0,0,Nada,0,0,143,26,8,0.0,"Parcialmente nublado","Las Vegas","Los Angeles",262,422,2,0,1,"United Industries",Dedicado,Alimentos/Bebidas,2599769,"2023-07-03 00:00:00",263,423,5,40,7,10,"2023-07-03 00:00:00",Refrigerado,16136,7319,499,86,0,Completed,Contrato,2023-07-03,Houston,159,3,440,2023-07-04,"Queja del cliente",Miami,1,0,19287,0,Grave,Tráfico
EVT00085552,"Los Angeles",CA,Entrega,"2023-07-03 14:36:32","2023-07-03 18:18:28",228,27,16,21,58,68,0,0,0,Nada,0,0,143,26,8,0.0,"Parcialmente nublado","Las Vegas","Los Angeles",262,422,2,0,1,"United Industries",Dedicado,Alimentos/Bebidas,2599769,"2023-07-03 00:00:00",263,423,5,40,7,10,"2023-07-03 00:00:00",Refrigerado,16136,7319,499,86,0,Completed,Contrato,2023-07-05,Denver,158,4,480,2023-07-04,"Queja del cliente",Miami,1,0,19287,0,Grave,Tráfico
EVT00161921,"New York",NY,Recogida,"2024-11-04 06:00:00","2024-11-04 09:09:56",177,14,7,11,38,60,0,0,0,Nada,0,0,97,55,10,10.0,"Parcialmente nublado","New York",Philadelphia,92,148,1,0,1,"Global Logistics",Contrato,General,2568408,"2024-11-04 00:00:00",92,148,2,15,6,5,"2024-11-04 00:00:00",Seco,42901,19460,131,16,200,Completed,Dedicado,2024-11-06,Portland,184,4,637,2024-11-05,"Queja del cliente",Charlotte,0,0,11743,1,Moderado,Equipo
EVT00161921,"New York",NY,Recogida,"2024-11-04 06:00:00","2024-11-04 09:09:56",177,14,7,11,38,60,0,0,0,Nada,0,0,97,55,10,10.0,"Parcialmente nublado","New York",Philadelphia,92,148,1,0,1,"Global Logistics",Contrato,General,2568408,"2024-11-04 00:00:00",92,148,2,15,6,5,"2024-11-04 00:00:00",Seco,42901,19460,131,16,200,Completed,Dedicado,2024-11-05,Seattle,114,4,360,2024-11-05,"Queja del cliente",Charlotte,0,0,11743,1,Moderado,Equipo
EVT00161921,"New York",NY,Recogida,"2024-11-04 06:00:00","2024-11-04 09:09:56",177,14,7,11,38,60,0,0,0,Nada,0,0,97,55,10,10.0,"Parcialmente nublado","New York",Philadelphia,92,148,1,0,1,"Global Logistics",Contrato,General,2568408,"2024-11-04 00:00:00",92,148,2,15,6,5,"2024-11-04 00:00:00",Seco,42901,19460,131,16,200,Completed,Dedicado,2024-11-06,Nashville,107,4,343,2024-11-05,"Queja del cliente",Charlotte,0,0,11743,1,Moderado,Equipo
EVT00042019,"New York",NY,Recogida,"2022-09-26 13:00:00","2022-09-26 13:35:07",146,23,15,19,52,62,0,100,4,lluvia,0,0,231,43,10,0.0,"Lluvia, parcialmente nublado","New York",Philadelphia,92,148,1,0,1,"Superior Foods",Puntual,Automotriz,1611979,"2022-09-26 00:00:00",95,153,2,17,6,4,"2022-09-26 00:00:00",Refrigerado,26699,12110,119,16,0,Completed,Dedicado,2022-09-28,Atlanta,134,5,542,2022-09-27,"Queja del cliente",Denver,1,1,16705,0,Moderado,Equipo
EVT00042019,"New York",NY,Recogida,"2022-09-26 13:00:00","2022-09-26 13:35:07",146,23,15,19,52,62,0,100,4,lluvia,0,0,231,43,10,0.0,"Lluvia, parcialmente nublado","New York",Philadelphia,92,148,1,0,1,"Superior Foods",Puntual,Automotriz,1611979,"2022-09-26 00:00:00",95,153,2,17,6,4,"2022-09-26 00:00:00",Refrigerado,26699,12110,119,16,0,Completed,Dedicado,2022-09-26,Miami,197,4,664,2022-09-27,"Queja del cliente",Denver,1,1,16705,0,Moderado,Equipo
EVT00042019,"New York",NY,Recogida,"2022-09-26 13:00:00","2022-09-26 13:35:07",146,23,15,19,52,62,0,100,4,lluvia,0,0,231,43,10,0.0,"Lluvia, parcialmente nublado","New York",Philadelphia,92,148,1,0,1,"Superior Foods",Puntual,Automotriz,1611979,"2022-09-26 00:00:00",95,153,2,17,6,4,"2022-09-26 00:00:00",Refrigerado,26699,12110,119,16,0,Completed,Dedicado,2022-09-28,Minneapolis,136,4,512,2022-09-27,"Queja del cliente",Denver,1,1,16705,0,Moderado,Equipo
EVT00037302,Portland,OR,Entrega,"2022-08-28 05:41:54","2022-08-28 03:00:15",209,28,14,20,52,59,0,0,0,Nada,0,0,312,15,10,0.0,Despejado,Chicago,Portland,2017,3246,2,0,3,"XYZ Wholesale",Contrato,Automotriz,728044,"2022-08-26 00:00:00",2008,3232,40,349,6,3,"2022-08-26 00:00:00",Refrigerado,38801,17600,3243,383,100,Completed,Puntual,2022-08-27,Omaha,91,4,346,2022-08-27,"Infracción de tránsito",Memphis,0,0,36988,0,Grave,"Otro conductor"
EVT00037302,Portland,OR,Entrega,"2022-08-28 05:41:54","2022-08-28 03:00:15",209,28,14,20,52,59,0,0,0,Nada,0,0,312,15,10,0.0,Despejado,Chicago,Portland,2017,3246,2,0,3,"XYZ Wholesale",Contrato,Automotriz,728044,"2022-08-26 00:00:00",2008,3232,40,349,6,3,"2022-08-26 00:00:00",Refrigerado,38801,17600,3243,383,100,Completed,Puntual,2022-08-27,Milwaukee,138,5,554,2022-08-27,"Infracción de tránsito",Memphis,0,0,36988,0,Grave,"Otro conductor"
EVT00037302,Portland,OR,Entrega,"2022-08-28 05:41:54","2022-08-28 03:00:15",209,28,14,20,52,59,0,0,0,Nada,0,0,312,15,10,0.0,Despejado,Chicago,Portland,2017,3246,2,0,3,"XYZ Wholesale",Contrato,Automotriz,728044,"2022-08-26 00:00:00",2008,3232,40,349,6,3,"2022-08-26 00:00:00",Refrigerado,38801,17600,3243,383,100,Completed,Puntual,2022-08-27,Philadelphia,70,5,278,2022-08-27,"Infracción de tránsito",Memphis,0,0,36988,0,Grave,"Otro conductor"
EVT00037302,Portland,OR,Entrega,"2022-08-28 05:41:54","2022-08-28 03:00:15",209,28,14,20,52,59,0,0,0,Nada,0,0,312,15,10,0.0,Despejado,Chicago,Portland,2017,3246,2,0,3,"XYZ Wholesale",Contrato,Automotriz,728044,"2022-08-26 00:00:00",2008,3232,40,349,6,3,"2022-08-26 00:00:00",Refrigerado,38801,17600,3243,383,100,Completed,Puntual,2022-08-26,"Salt Lake City",152,4,462,2022-08-27,"Infracción de tránsito",Memphis,0,0,36988,0,Grave,"Otro conductor"
EVT00037302,Portland,OR,Entrega,"2022-08-28 05:41:54","2022-08-28 03:00:15",209,28,14,20,52,59,0,0,0,Nada,0,0,312,15,10,0.0,Despejado,Chicago,Portland,2017,3246,2,0,3,"XYZ Wholesale",Contrato,Automotriz,728044,"2022-08-26 00:00:00",2008,3232,40,349,6,3,"2022-08-26 00:00:00",Refrigerado,38801,17600,3243,383,100,Completed,Puntual,2022-08-26,Columbus,175,4,597,2022-08-27,"Infracción de tránsito",Memphis,0,0,36988,0,Grave,"Otro conductor"
EVT00162926,Houston,TX,Entrega,"2024-11-12 10:30:31","2024-11-12 09:29:52",191,25,17,21,56,61,0,0,0,Nada,0,0,64,12,10,10.0,Despejado,Seattle,Houston,2172,3496,2,0,3,"Elite Supply Chain",Puntual,"Bienes de consumo",4164917,"2024-11-10 00:00:00",2228,3586,44,317,7,10,"2024-11-10 00:00:00",Refrigerado,38938,17662,3956,565,75,Completed,Dedicado,NULL,NULL,NULL,NULL,NULL,2024-11-12,"Infracción de tránsito",Nashville,0,0,14051,0,Leve,Clima
EVT00137330,"New York",NY,Entrega,"2024-06-02 17:06:02","2024-06-02 20:21:32",42,27,20,23,52,46,0,0,0,Nada,0,0,217,55,10,0.0,"Parcialmente nublado",Dallas,"New York",1576,2536,2,0,2,"First Logistics",Dedicado,Electrónica,2544103,"2024-06-01 00:00:00",1632,2626,28,263,6,8,"2024-06-01 00:00:00",Seco,21624,9808,3678,504,150,Completed,Dedicado,2024-06-03,Milwaukee,61,4,197,2024-06-03,"Fallo mecánico o exceso horas permitidas",Columbus,1,1,0,0,Moderado,"Otro conductor"
EVT00137330,"New York",NY,Entrega,"2024-06-02 17:06:02","2024-06-02 20:21:32",42,27,20,23,52,46,0,0,0,Nada,0,0,217,55,10,0.0,"Parcialmente nublado",Dallas,"New York",1576,2536,2,0,2,"First Logistics",Dedicado,Electrónica,2544103,"2024-06-01 00:00:00",1632,2626,28,263,6,8,"2024-06-01 00:00:00",Seco,21624,9808,3678,504,150,Completed,Dedicado,2024-06-02,Seattle,178,4,553,2024-06-03,"Fallo mecánico o exceso horas permitidas",Columbus,1,1,0,0,Moderado,"Otro conductor"
EVT00029270,Portland,OR,Entrega,"2022-07-09 07:02:43","2022-07-09 06:08:54",231,27,16,21,54,60,0,0,0,Nada,0,0,319,40,10,0.0,"Parcialmente nublado",Columbus,Portland,2332,3753,2,0,4,"American Industries",Dedicado,"Bienes de consumo",3036992,"2022-07-07 00:00:00",2510,4039,39,374,7,11,"2022-07-07 00:00:00",Seco,29314,13297,5304,793,0,Completed,Contrato,2022-07-09,"Los Angeles",158,5,657,2022-07-09,"Daño de equipo",Columbus,1,1,10383,0,Leve,Equipo
EVT00029270,Portland,OR,Entrega,"2022-07-09 07:02:43","2022-07-09 06:08:54",231,27,16,21,54,60,0,0,0,Nada,0,0,319,40,10,0.0,"Parcialmente nublado",Columbus,Portland,2332,3753,2,0,4,"American Industries",Dedicado,"Bienes de consumo",3036992,"2022-07-07 00:00:00",2510,4039,39,374,7,11,"2022-07-07 00:00:00",Seco,29314,13297,5304,793,0,Completed,Contrato,2022-07-07,Milwaukee,196,4,736,2022-07-09,"Daño de equipo",Columbus,1,1,10383,0,Leve,Equipo
EVT00029270,Portland,OR,Entrega,"2022-07-09 07:02:43","2022-07-09 06:08:54",231,27,16,21,54,60,0,0,0,Nada,0,0,319,40,10,0.0,"Parcialmente nublado",Columbus,Portland,2332,3753,2,0,4,"American Industries",Dedicado,"Bienes de consumo",3036992,"2022-07-07 00:00:00",2510,4039,39,374,7,11,"2022-07-07 00:00:00",Seco,29314,13297,5304,793,0,Completed,Contrato,2022-07-07,Atlanta,52,4,156,2022-07-09,"Daño de equipo",Columbus,1,1,10383,0,Leve,Equipo
