nombre,fecha y hora,tempmáx,tempmín,temp,sensación térmica máxima,sensación térmica mínima,sensación térmica,rocío,humedad,precipitación,probabilidad de precipitación,cobertura de precipitación,tipo de precipitación,nieve,profundidad de nieve,ráfaga de viento,velocidad del viento,dirección del viento,presión del nivel del mar,nubosidad,visibilidad,radiación solar,energía solar,índice UV,riesgo severo,amanecer,atardecer,fase lunar,condiciones,descripción,icono,estaciones
Houston,2024-10-07,88.7,73.5,82.4,87.0,73.5,81.9,59.9,48.5,0.0,0,0.0,,0,0,27.2,15.7,41.1,1014.3,32.3,9.9,130.8,11.2,8,10.0,2024-10-07T07:18:42,2024-10-07T18:59:19,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-08,85.2,71.5,78.5,82.5,71.5,77.8,51.1,41.1,0.0,0,0.0,,0,0,26.4,13.5,37.0,1013.5,34.1,9.9,135.9,11.6,8,10.0,2024-10-08T07:19:18,2024-10-08T18:58:09,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-09,86.8,65.5,75.8,83.7,65.5,75.0,46.9,37.9,0.0,0,0.0,,0,0,18.3,12.4,32.5,1015.0,27.8,9.9,136.2,11.8,8,10.0,2024-10-09T07:19:54,2024-10-09T18:57:00,0.24,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-10,88.5,70.4,78.2,84.7,70.4,77.2,47.9,37.3,0.0,0,0.0,,0,0,18.3,10.4,65.2,1017.5,23.7,9.9,149.0,12.9,8,10.0,2024-10-10T07:20:31,2024-10-10T18:55:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-11,89.6,69.0,78.2,86.8,69.0,77.4,56.3,50.3,0.0,0,0.0,,0,0,17.2,13.6,132.8,1020.2,32.6,9.9,141.1,12.2,8,10.0,2024-10-11T07:21:08,2024-10-11T18:54:44,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-12,88.1,70.2,77.5,87.0,70.2,77.4,63.5,64.8,0.0,0,0.0,,0,0,21.9,16.6,189.2,1019.5,25.1,9.9,143.9,12.3,8,10.0,2024-10-12T07:21:45,2024-10-12T18:53:37,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-13,90.1,71.3,79.2,90.7,71.3,79.6,65.9,66.5,0.0,0,0.0,,0,0,20.8,13.4,211.3,1018.2,9.1,9.9,136.4,11.8,8,10.0,2024-10-13T07:22:23,2024-10-13T18:52:31,0.37,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-14,95.7,71.3,81.6,92.3,71.3,80.9,63.0,61.7,0.0,0,0.0,,0,0,21.9,16.2,278.1,1018.0,3.1,9.7,120.4,10.4,7,10.0,2024-10-14T07:23:01,2024-10-14T18:51:25,0.41,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-15,95.4,69.2,81.0,92.0,69.2,80.4,59.8,53.8,0.0,0,0.0,,0,0,15.0,8.9,54.7,1015.8,5.6,9.9,140.0,12.3,8,30.0,2024-10-15T07:23:39,2024-10-15T18:50:20,0.44,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-10-16,77.0,59.7,66.7,77.0,59.7,66.7,39.5,38.9,0.0,0,0.0,,0,0,34.4,25.3,67.6,1023.2,71.6,9.9,91.3,7.8,6,30.0,2024-10-16T07:24:18,2024-10-16T18:49:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-17,72.2,51.9,62.3,72.2,51.9,62.3,37.6,41.4,0.0,0,0.0,,0,0,20.8,15.1,92.4,1023.7,12.3,9.9,141.3,12.2,8,10.0,2024-10-17T07:24:58,2024-10-17T18:48:12,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-18,76.1,58.9,67.9,76.1,58.9,67.9,53.6,60.5,0.0,0,0.0,,0,0,29.0,20.7,101.5,1022.9,34.7,9.9,110.6,9.5,8,10.0,2024-10-18T07:25:37,2024-10-18T18:47:10,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-19,81.0,61.3,70.7,81.2,61.3,70.7,57.7,64.9,0.0,0,0.0,,0,0,24.6,14.8,102.8,1025.0,28.4,9.9,79.3,7.0,8,10.0,2024-10-19T07:26:17,2024-10-19T18:46:08,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-10-20,81.3,62.8,72.3,80.3,62.8,72.2,56.9,61.6,0.0,0,0.0,,0,0,21.0,13.0,91.9,1024.9,7.9,9.9,129.9,11.1,8,10.0,2024-10-20T07:26:58,2024-10-20T18:45:07,0.61,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-10-21,82.6,64.0,72.1,82.7,64.0,72.1,59.9,67.2,0.0,0,0.0,,0,0,18.3,12.9,103.7,1021.5,12.7,9.9,138.0,11.9,8,10.0,2024-10-21T07:27:39,2024-10-21T18:44:07,0.64,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-22,84.6,66.7,73.5,85.0,66.7,73.6,63.8,73.7,0.0,0,0.0,,0,0,18.3,14.1,130.0,1019.9,50.6,9.7,102.1,8.8,7,10.0,2024-10-22T07:28:20,2024-10-22T18:43:08,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-10-23,86.5,68.9,76.3,86.5,68.9,76.5,65.2,71.5,0.0,0,0.0,,0,0,18.3,11.4,136.6,1019.7,38.9,9.5,128.8,11.1,8,10.0,2024-10-23T07:29:02,2024-10-23T18:42:10,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-10-24,86.0,68.5,75.1,85.2,68.5,75.1,63.3,69.9,0.0,0,0.0,,0,0,24.2,17.5,152.1,1017.3,36.5,9.9,127.4,11.0,8,10.0,2024-10-24T07:29:44,2024-10-24T18:41:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-25,87.9,70.5,77.3,88.2,70.5,78.0,67.3,73.5,0.0,0,0.0,,0,0,23.0,16.4,148.9,1019.0,51.4,9.9,118.9,10.2,7,30.0,2024-10-25T07:30:27,2024-10-25T18:40:17,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-26,87.9,71.2,77.7,88.7,71.2,78.3,68.6,77.0,0.0,0,0.0,,0,0,20.8,15.6,137.3,1022.7,19.8,9.0,125.1,10.8,8,30.0,2024-10-26T07:31:10,2024-10-26T18:39:22,0.81,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-27,86.5,70.6,76.8,85.8,70.6,76.6,63.5,67.6,0.0,0,0.0,,0,0,18.3,14.5,129.0,1021.7,17.8,9.9,120.5,10.4,7,10.0,2024-10-27T07:31:53,2024-10-27T18:38:28,0.84,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-28,84.8,69.5,76.7,86.8,69.5,77.4,68.3,77.5,0.0,0,0.0,,0,0,30.0,18.1,137.2,1019.1,46.3,8.9,89.7,7.7,7,10.0,2024-10-28T07:32:37,2024-10-28T18:37:36,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-29,84.8,73.3,78.1,85.6,73.3,78.5,67.5,71.5,0.0,0,0.0,,0,0,33.8,23.6,135.6,1016.9,53.6,8.0,101.0,8.8,7,10.0,2024-10-29T07:33:22,2024-10-29T18:36:44,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-10-30,82.7,75.0,77.7,88.7,75.0,78.4,73.9,88.3,0.047,100,29.17,rain,0,0,29.8,21.3,136.4,1015.8,82.3,5.1,105.4,8.8,7,30.0,2024-10-30T07:34:06,2024-10-30T18:35:54,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-10-31,80.6,73.6,76.6,84.4,73.6,77.1,72.9,88.8,0.226,100,33.33,rain,0,0,35.4,15.8,144.8,1015.5,66.5,7.2,33.2,3.0,2,30.0,2024-10-31T07:34:52,2024-10-31T18:35:05,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-01,79.3,71.8,74.8,79.3,71.8,74.8,70.0,85.7,0.0,0,0.0,,0,0,19.7,13.0,73.6,1017.2,97.4,8.2,47.8,4.2,2,30.0,2024-11-01T07:35:37,2024-11-01T18:34:17,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-02,79.3,70.4,74.4,79.3,70.4,74.4,71.8,92.1,0.079,100,45.83,rain,0,0,26.4,15.5,112.0,1016.2,93.3,6.7,33.1,2.9,2,30.0,2024-11-02T07:36:23,2024-11-02T18:33:30,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-03,82.7,73.5,77.7,88.5,73.5,79.2,74.2,89.3,0.039,100,29.17,rain,0,0,39.2,29.7,150.8,1009.9,94.9,6.5,31.1,2.8,2,60.0,2024-11-03T06:37:09,2024-11-03T17:32:45,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-04,82.8,77.3,79.5,88.5,77.3,80.9,73.8,83.1,0.018,100,20.83,rain,0,0,40.7,27.9,155.3,1007.7,90.8,6.1,43.4,3.6,3,60.0,2024-11-04T06:37:56,2024-11-04T17:32:01,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-05,77.6,64.8,73.1,77.6,64.8,73.1,63.3,73.4,0.131,100,20.83,rain,0,0,32.2,17.5,358.0,1009.6,82.4,7.5,83.9,7.2,8,30.0,2024-11-05T06:38:43,2024-11-05T17:31:18,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-06,82.5,66.3,73.9,84.5,66.3,74.2,61.8,66.7,0.0,0,0.0,,0,0,18.3,13.4,54.9,1012.2,75.2,9.2,73.0,6.3,6,30.0,2024-11-06T06:39:30,2024-11-06T17:30:37,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-07,84.5,75.3,78.7,89.6,75.3,80.3,72.7,83.3,0.0,0,0.0,,0,0,19.7,15.1,116.3,1014.7,71.1,6.3,93.6,8.2,7,30.0,2024-11-07T06:40:18,2024-11-07T17:29:57,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-08,82.8,73.7,77.9,89.8,73.7,79.4,74.3,89.1,0.01,100,12.5,rain,0,0,28.2,20.8,121.5,1012.6,94.3,5.9,72.0,6.2,5,30.0,2024-11-08T06:41:06,2024-11-08T17:29:18,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-09,79.3,64.8,71.4,79.3,64.8,71.4,65.4,81.9,0.006,100,8.33,rain,0,0,24.6,17.0,7.5,1013.3,79.1,9.2,98.5,8.4,6,10.0,2024-11-09T06:41:54,2024-11-09T17:28:41,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-10,79.3,70.2,73.2,79.3,70.2,73.2,70.1,90.5,0.008,100,8.33,rain,0,0,19.0,14.1,11.3,1014.1,78.9,7.3,56.8,4.8,3,10.0,2024-11-10T06:42:43,2024-11-10T17:28:05,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-11,81.2,68.0,74.0,81.6,68.0,74.1,64.7,75.2,0.0,0,0.0,,0,0,18.3,10.9,15.5,1015.4,32.9,8.8,95.1,8.1,8,10.0,2024-11-11T06:43:32,2024-11-11T17:27:31,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-12,77.5,62.5,70.5,77.5,62.5,70.5,55.5,60.5,0.0,0,0.0,,0,0,14.8,10.2,63.6,1014.2,12.4,9.9,90.8,7.9,7,10.0,2024-11-12T06:44:21,2024-11-12T17:26:58,0.39,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-13,82.7,62.1,72.3,82.0,62.1,72.3,54.8,56.2,0.0,0,0.0,,0,0,24.2,14.9,327.3,1013.7,48.0,9.9,86.5,7.3,6,10.0,2024-11-13T06:45:10,2024-11-13T17:26:27,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-14,72.7,58.8,66.3,72.7,58.8,66.3,39.0,38.3,0.0,0,0.0,,0,0,28.9,19.2,0.4,1018.6,9.7,9.9,76.8,6.6,6,10.0,2024-11-14T06:46:00,2024-11-14T17:25:58,0.46,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-15,73.6,57.5,64.5,73.6,57.5,64.5,45.1,50.3,0.0,0,0.0,,0,0,15.0,12.4,95.4,1016.9,8.2,9.9,67.8,5.9,6,10.0,2024-11-15T06:46:49,2024-11-15T17:25:29,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-16,78.9,61.1,69.3,78.9,61.1,69.3,59.7,72.8,0.0,0,0.0,,0,0,25.3,18.2,117.0,1013.0,83.7,9.3,64.2,5.4,4,10.0,2024-11-16T06:47:39,2024-11-16T17:25:03,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-17,81.0,73.4,76.2,85.9,73.4,76.8,73.1,90.6,0.123,100,62.5,rain,0,0,33.7,23.4,144.0,1010.3,94.0,5.6,45.4,3.9,3,30.0,2024-11-17T06:48:29,2024-11-17T17:24:38,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
Houston,2024-11-18,82.7,64.9,73.8,89.1,64.9,74.5,68.4,83.5,0.117,100,33.33,rain,0,0,35.0,28.2,165.6,1005.1,87.3,6.5,35.2,3.2,2,30.0,2024-11-18T06:49:18,2024-11-18T17:24:15,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-19,80.1,62.3,70.4,79.2,62.3,70.3,49.3,51.9,0.0,0,0.0,,0,0,19.7,10.3,293.4,1009.1,14.2,9.8,84.5,7.3,6,10.0,2024-11-19T06:50:08,2024-11-19T17:23:53,0.63,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-20,68.7,56.5,62.7,68.7,56.5,62.7,34.8,37.9,0.0,0,0.0,,0,0,34.7,24.3,348.4,1021.9,2.5,9.9,67.7,6.0,6,10.0,2024-11-20T06:50:58,2024-11-20T17:23:33,0.66,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-21,70.2,50.3,60.0,70.2,50.3,60.0,23.8,27.0,0.0,0,0.0,,0,0,19.7,12.2,333.2,1024.2,8.7,9.9,72.6,6.3,6,10.0,2024-11-21T06:51:48,2024-11-21T17:23:15,0.69,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-22,72.2,55.4,62.6,72.2,55.4,62.6,36.3,39.4,0.0,0,0.0,,0,0,19.7,13.8,323.0,1021.5,17.3,9.9,88.3,7.6,6,10.0,2024-11-22T06:52:38,2024-11-22T17:22:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-23,73.8,55.7,63.8,73.8,55.7,63.8,48.2,58.1,0.0,0,0.0,,0,0,20.8,14.3,123.8,1019.0,11.7,9.9,78.0,6.7,6,10.0,2024-11-23T06:53:28,2024-11-23T17:22:43,0.76,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-24,79.5,62.0,70.7,79.5,62.0,70.7,60.2,70.7,0.0,0,0.0,,0,0,28.5,16.2,173.5,1015.2,59.7,9.9,53.6,4.8,3,10.0,2024-11-24T06:54:17,2024-11-24T17:22:29,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-25,83.1,56.5,72.5,84.1,56.5,72.8,62.0,71.1,0.0,0,0.0,,0,0,29.5,19.1,252.2,1017.4,69.5,9.9,59.3,5.1,6,10.0,2024-11-25T06:55:07,2024-11-25T17:22:18,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-26,67.7,48.6,57.9,67.7,43.7,57.3,46.0,65.6,0.0,0,0.0,,0,0,32.2,18.3,350.3,1021.4,45.3,9.9,74.0,6.4,5,10.0,2024-11-26T06:55:56,2024-11-26T17:22:08,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-27,79.4,59.0,69.7,79.4,59.0,69.7,64.6,84.5,0.0,0,0.0,,0,0,30.3,17.8,229.5,1011.8,67.7,6.9,49.8,4.4,2,15.0,2024-11-27T06:56:45,2024-11-27T17:21:59,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-28,71.6,52.3,60.7,71.6,52.3,60.7,49.8,68.1,0.001,100,4.17,rain,0,0,31.8,21.2,353.8,1016.7,78.2,9.2,41.4,3.5,2,10.0,2024-11-28T06:57:33,2024-11-28T17:21:53,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-29,58.2,45.8,51.5,58.2,39.6,49.1,34.1,53.1,0.0,0,0.0,,0,0,31.1,19.4,31.7,1025.1,38.6,9.9,50.6,4.4,5,10.0,2024-11-29T06:58:22,2024-11-29T17:21:48,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-11-30,61.2,41.4,51.8,61.2,35.5,49.6,40.4,65.2,0.0,0,0.0,,0,0,16.6,10.8,93.8,1024.4,82.1,9.9,53.8,4.6,3,10.0,2024-11-30T06:59:10,2024-11-30T17:21:45,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-01,67.6,55.1,60.5,67.6,55.1,60.5,43.9,57.0,0.0,0,0.0,,0,0,18.3,10.8,75.8,1023.9,54.4,9.9,62.7,5.3,5,10.0,2024-12-01T06:59:57,2024-12-01T17:21:43,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-02,65.1,49.1,57.2,65.1,43.9,57.0,37.1,49.2,0.0,0,0.0,,0,0,20.8,15.3,75.4,1027.6,18.5,9.9,75.9,6.5,5,10.0,2024-12-02T07:00:44,2024-12-02T17:21:43,0.05,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-03,65.1,47.7,57.6,65.1,42.8,57.2,38.5,50.2,0.0,0,0.0,,0,0,21.9,15.1,91.7,1029.5,46.8,9.9,41.7,3.7,2,10.0,2024-12-03T07:01:31,2024-12-03T17:21:45,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-04,75.2,55.7,65.7,75.2,55.7,65.7,61.0,85.2,0.077,100,29.17,rain,0,0,29.2,17.3,135.9,1021.1,91.4,6.7,39.0,3.3,4,10.0,2024-12-04T07:02:17,2024-12-04T17:21:49,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-05,65.0,55.6,61.9,65.0,55.6,61.9,54.0,78.2,0.001,100,4.17,rain,0,0,25.7,17.9,32.4,1022.2,96.2,7.6,30.9,2.6,2,10.0,2024-12-05T07:03:02,2024-12-05T17:21:54,0.16,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-06,56.1,41.7,50.0,56.1,33.5,47.3,27.8,43.7,0.0,0,0.0,,0,0,30.0,20.1,59.3,1027.4,50.4,9.9,64.1,5.5,5,10.0,2024-12-06T07:03:47,2024-12-06T17:22:01,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-07,57.0,45.0,49.5,57.0,38.5,46.1,39.4,70.0,0.006,100,12.5,rain,0,0,23.0,15.6,76.5,1024.8,96.5,8.9,23.3,2.0,1,10.0,2024-12-07T07:04:31,2024-12-07T17:22:09,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-08,63.0,52.0,56.6,63.0,52.0,56.6,56.1,98.1,0.046,100,58.33,rain,0,0,20.8,13.8,332.8,1016.9,98.3,3.3,14.7,1.0,1,10.0,2024-12-08T07:05:15,2024-12-08T17:22:20,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-09,75.4,59.3,66.8,75.4,59.3,66.8,64.4,92.6,0.0,0,0.0,,0,0,23.4,13.6,230.1,1011.7,79.3,5.4,63.9,5.6,4,10.0,2024-12-09T07:05:57,2024-12-09T17:22:31,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-10,70.0,46.8,58.9,70.0,39.6,58.3,50.2,74.7,0.0,0,0.0,,0,0,43.1,26.1,328.0,1015.8,75.5,8.0,48.2,4.1,3,10.0,2024-12-10T07:06:39,2024-12-10T17:22:45,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-11,60.6,40.6,50.7,60.6,35.5,48.3,25.7,40.5,0.0,0,0.0,,0,0,31.1,17.5,317.4,1028.7,4.0,9.9,75.9,6.6,6,10.0,2024-12-11T07:07:20,2024-12-11T17:23:00,0.37,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-12,61.4,48.3,54.7,61.4,45.8,54.3,35.4,49.2,0.0,0,0.0,,0,0,26.9,18.1,125.6,1027.6,35.4,9.9,95.7,8.2,6,10.0,2024-12-12T07:08:00,2024-12-12T17:23:17,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-13,63.1,57.4,61.1,63.1,57.4,61.1,58.8,92.3,0.014,100,29.17,rain,0,0,29.0,19.9,118.6,1023.7,99.8,5.3,17.3,1.4,1,10.0,2024-12-13T07:08:39,2024-12-13T17:23:35,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-14,77.6,63.0,69.9,77.6,63.0,69.9,66.1,88.7,0.032,100,12.5,rain,0,0,24.3,14.8,142.7,1021.6,95.2,5.8,31.8,3.0,2,30.0,2024-12-14T07:09:17,2024-12-14T17:23:55,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-15,79.2,67.9,71.6,79.2,67.9,71.6,67.3,87.5,0.0,0,0.0,,0,0,26.4,21.1,154.1,1020.7,73.0,5.8,52.1,4.5,6,30.0,2024-12-15T07:09:54,2024-12-15T17:24:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
Houston,2024-12-16,80.4,66.4,71.6,82.3,66.4,71.7,67.1,87.2,0.0,0,0.0,,0,0,18.3,13.3,139.8,1019.9,70.3,5.2,54.0,4.6,6,30.0,2024-12-16T07:10:30,2024-12-16T17:24:39,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
